Unnamed: 0.1,Unnamed: 0,oracle_id,name,name_ja,banned,mv,rarity,text,type,power,toughness,w,u,b,r,g,c,image_small
1401,1401,4576cc5b-7b3a-41a7-9b84-acadf2d4adf5,Dromosaur,ドロモザウルス,False,3,common,"Whenever Dromosaur blocks or becomes blocked, it gets +2/-2 until end of turn.",Creature — Dinosaur,2.0,3.0,False,False,False,True,False,False,https://cards.scryfall.io/small/front/6/5/65de0b43-64df-44dc-850c-25f48d6ab53b.jpg?1562916303
1402,1402,ecba74bd-850e-4cbe-9b1c-b0d4d6f27d1c,Drought,,False,4,uncommon,"At the beginning of your upkeep, sacrifice Drought unless you pay {W}{W}.
Spells cost an additional ""Sacrifice a Swamp"" to cast for each black mana symbol in their mana costs.
Activated abilities cost an additional ""Sacrifice a Swamp"" to activate for each black mana symbol in their activation costs.",Enchantment,,,True,False,False,False,False,False,https://cards.scryfall.io/small/front/9/7/97736696-3de3-416d-94cf-4fac792f23f0.jpg?1562923137
1403,1403,c180ed02-07f4-4538-9bea-8c249234a8e2,Drudge Skeletons,蠢く骸骨,False,2,common,"{B}: Regenerate Drudge Skeletons. (The next time this creature would be destroyed this turn, it isn't. Instead tap it, remove all damage from it, and remove it from combat.)",Creature — Skeleton,1.0,1.0,False,False,True,False,False,False,https://cards.scryfall.io/small/front/d/3/d3d223d3-72c1-4240-9323-84484167c5e0.jpg?1559604244
1404,1404,d63f4eeb-3fa5-4e65-8414-e3fd3c03c128,Drudge Spell,,False,2,uncommon,"{B}, Exile two creature cards from your graveyard: Create a 1/1 black Skeleton creature token. It has ""{B}: Regenerate this creature.""
When Drudge Spell leaves the battlefield, destroy all Skeleton tokens. They can't be regenerated.",Enchantment,,,False,False,True,False,False,False,https://cards.scryfall.io/small/front/5/2/52b352de-e989-4ad5-963c-818092fc9f1a.jpg?1562587283
1405,1405,b32a10ba-528c-4dc1-9828-b33f5d5a3091,Druid Lyrist,ドルイドの抒情詩人,False,1,common,"{G}, {T}, Sacrifice Druid Lyrist: Destroy target enchantment.",Creature — Human Druid,1.0,1.0,False,False,False,False,True,False,https://cards.scryfall.io/small/front/e/9/e9923532-bc4f-44de-b963-d6914321c49a.jpg?1562938699
1406,1406,e71f4fe8-2ecd-450b-8c41-5e38d749f59d,Druid's Call,ドルイドの呼び声,False,2,uncommon,"Enchant creature
Whenever enchanted creature is dealt damage, its controller creates that many 1/1 green Squirrel creature tokens.",Enchantment — Aura,,,False,False,False,False,True,False,https://cards.scryfall.io/small/front/e/2/e22318a5-80c8-4fa3-ad05-8d3035caf336.jpg?1562937280
1407,1407,980a9957-6b52-45c6-b847-f84974d5a653,Dry Spell,乾きの呪文,False,2,common,Dry Spell deals 1 damage to each creature and each player.,Sorcery,,,False,False,True,False,False,False,https://cards.scryfall.io/small/front/f/7/f765719b-609a-47ae-8dc8-0c97db104d1b.jpg?1562824774
1408,1408,7a8fcf6f-3bda-485c-b960-62a37112f0eb,Dual Nature,二重の造物,False,6,rare,"Whenever a nontoken creature enters the battlefield, its controller creates a token that's a copy of that creature.
Whenever a nontoken creature leaves the battlefield, exile all tokens with the same name as that creature.
When Dual Nature leaves the battlefield, exile all tokens created with Dual Nature.",Enchantment,,,False,False,False,False,True,False,https://cards.scryfall.io/small/front/6/8/6890e414-d7e1-4320-924c-083e65a2ae72.jpg?1562914377
1409,1409,d47a7aa5-3b64-4ff8-bb10-e46a34d1993c,Duct Crawler,暗渠を這うもの,False,1,common,{1}{R}: Target creature can't block Duct Crawler this turn.,Creature — Insect,1.0,1.0,False,False,False,True,False,False,https://cards.scryfall.io/small/front/9/0/90af852f-57a2-4a00-82dc-7c0f23899361.jpg?1562596883
1410,1410,eb2df4a1-6b63-4f6a-a830-e9487afe59f8,Dueling Grounds,果たし合いの場,False,3,rare,"No more than one creature can attack each combat.
No more than one creature can block each combat.",Enchantment,,,True,False,False,False,True,False,https://cards.scryfall.io/small/front/5/2/52760183-bee0-4ce0-96c0-074b88f78980.jpg?1562911742
1411,1411,953a1a07-1bf2-480e-81a3-f2d5f19f6df5,Dungeon Shade,地下牢の影,False,4,common,"Flying
{B}: Dungeon Shade gets +1/+1 until end of turn.",Creature — Shade Spirit,1.0,1.0,False,False,True,False,False,False,https://cards.scryfall.io/small/front/6/a/6a818483-de47-454d-bb24-3410aa95289c.jpg?1562596855
1412,1412,01072a45-ab1c-4d19-b493-76cf4aae351e,Duplicity,二枚舌,False,5,rare,"When Duplicity enters the battlefield, exile the top five cards of your library face down.
At the beginning of your upkeep, you may exile all cards from your hand face down. If you do, put all other cards you own exiled with Duplicity into your hand.
At the beginning of your end step, discard a card.
When you lose control of Duplicity, put all cards exiled with Duplicity into their owner's graveyard.",Enchantment,,,False,True,False,False,False,False,https://cards.scryfall.io/small/front/d/5/d529cb33-292d-40e3-8cfe-db5eeb0d711e.jpg?1562056867
1413,1413,33d405ea-7a9a-4970-b70f-9c05d90dd6f0,Duress,強迫,False,1,common,"Target opponent reveals their hand. You choose a noncreature, nonland card from it. That player discards that card.",Sorcery,,,False,False,True,False,False,False,https://cards.scryfall.io/small/front/1/5/15c8d82e-6e65-4d36-bf09-b24dde016581.jpg?1562233281
1414,1414,8bb2ac6c-20aa-46dd-883f-b629855cabb0,Durkwood Boars,ダークウッドの猪,False,5,common,,Creature — Boar,4.0,4.0,False,False,False,False,True,False,https://cards.scryfall.io/small/front/e/8/e85ab895-d2b9-47f5-91f0-07b0cb43fc7c.jpg?1559600456
1415,1415,1389ae4a-c3a5-4678-9012-937a3cbaf7f7,Dusk Imp,薄暮のインプ,False,3,common,Flying,Creature — Imp,2.0,1.0,False,False,True,False,False,False,https://cards.scryfall.io/small/front/f/6/f67943c0-304a-4d04-8e26-f45b3ab27a45.jpg?1562941290
1416,1416,d87ab916-5d49-4840-8d5b-805af800a83c,Duskrider Falcon,ダスクライダー,False,2,common,"Flying, protection from black",Creature — Bird,1.0,1.0,True,False,False,False,False,False,https://cards.scryfall.io/small/front/b/e/bee3a23a-6ecf-439c-8637-e096fa8c1a80.jpg?1562803106
1417,1417,689f8696-dd13-4e1e-bdbc-3794c524f423,Duskwalker,薄暮に歩くもの,False,1,common,"Kicker {3}{B} (You may pay an additional {3}{B} as you cast this spell.)
If Duskwalker was kicked, it enters the battlefield with two +1/+1 counters on it and with fear. (It can't be blocked except by artifact creatures and/or black creatures.)",Creature — Human Minion,1.0,1.0,False,False,True,False,False,False,https://cards.scryfall.io/small/front/3/9/39a4a026-f44e-40e1-9942-a3d8448aca70.jpg?1562906613
1418,1418,d3df7128-31dd-4d71-90be-87e2e9ff51b4,Dust Bowl,黄塵地帯,False,0,rare,"{T}: Add {C}.
{3}, {T}, Sacrifice a land: Destroy target nonbasic land.",Land,,,False,False,False,False,False,True,https://cards.scryfall.io/small/front/7/5/75b03c30-c2b8-4207-b675-26c59c40a7e5.jpg?1562381371
1419,1419,b17eb586-0272-4d02-be75-de06ea044b6f,Dust to Dust,塵は塵に,False,3,uncommon,Exile two target artifacts.,Sorcery,,,True,False,False,False,False,False,https://cards.scryfall.io/small/front/6/e/6e8a9a5c-0e5f-4498-88d8-6aac465923b1.jpg?1616400076
1420,1420,aba53a54-8666-430d-899e-45ad9f783a4a,Dwarven Armory,,False,4,rare,"{2}, Sacrifice a land: Put a +2/+2 counter on target creature. Activate only during any upkeep step.",Enchantment,,,False,False,False,True,False,False,https://cards.scryfall.io/small/front/7/d/7d14a430-6e08-40cf-970a-cae84bba6ef7.jpg?1587911905
1421,1421,cc43507a-ca61-45ae-ac0a-4ddb851c27ef,Dwarven Berserker,ドワーフの狂戦士,False,2,common,"Whenever Dwarven Berserker becomes blocked, it gets +3/+0 and gains trample until end of turn.",Creature — Dwarf Berserker,1.0,1.0,False,False,False,True,False,False,https://cards.scryfall.io/small/front/7/b/7bc734e9-fb09-4094-94b6-76c0458649e9.jpg?1608311871
1422,1422,b373e978-c58b-465a-b68a-9d4acec9dce0,Dwarven Blastminer,ドワーフの爆風掘り,False,2,uncommon,"{2}{R}, {T}: Destroy target nonbasic land.
Morph {R} (You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.)",Creature — Dwarf,1.0,1.0,False,False,False,True,False,False,https://cards.scryfall.io/small/front/2/9/2970831a-738b-476f-9d46-39f10a1f91e7.jpg?1562904808
1423,1423,cbbca098-0b33-4693-8ea7-a2005b79af3d,Dwarven Bloodboiler,血たぎるドワーフ,False,3,rare,Tap an untapped Dwarf you control: Target creature gets +2/+0 until end of turn.,Creature — Dwarf,2.0,2.0,False,False,False,True,False,False,https://cards.scryfall.io/small/front/9/a/9ac576b2-cda4-4aea-aa5c-933ec0457dda.jpg?1562631124
1424,1424,2aae77ed-1a91-41f5-8dc2-e353d63a7586,Dwarven Catapult,ドワーフのカタパルト,False,1,uncommon,"Dwarven Catapult deals X damage divided evenly, rounded down, among all creatures target opponent controls.",Instant,,,False,False,False,True,False,False,https://cards.scryfall.io/small/front/c/3/c3617ce3-240f-4846-94d9-ea852c5b842a.jpg?1562593779
1425,1425,5967c3d3-2ef1-4496-b51c-23478fa77f09,Dwarven Driller,穿つドワーフ,False,4,uncommon,{T}: Destroy target land unless its controller has Dwarven Driller deal 2 damage to them.,Creature — Dwarf,2.0,2.0,False,False,False,True,False,False,https://cards.scryfall.io/small/front/6/9/69d815d3-7e33-4de9-aa36-ff5ffb893d73.jpg?1562630274
1426,1426,6da00e2d-4287-48eb-8abe-d153318381fd,Dwarven Grunt,ドワーフの兵卒,False,1,common,Mountainwalk (This creature can't be blocked as long as defending player controls a Mountain.),Creature — Dwarf,1.0,1.0,False,False,False,True,False,False,https://cards.scryfall.io/small/front/6/f/6f00d726-4289-48ff-8c14-6a5080a00fda.jpg?1562915573
1427,1427,4a6625bd-3dd2-45f1-8dc9-034c833fa90c,Dwarven Hold,ドワーフの砦,False,0,rare,"Dwarven Hold enters the battlefield tapped.
You may choose not to untap Dwarven Hold during your untap step.
At the beginning of your upkeep, if Dwarven Hold is tapped, put a storage counter on it.
{T}, Remove any number of storage counters from Dwarven Hold: Add {R} for each storage counter removed this way.",Land,,,False,False,False,False,False,True,https://cards.scryfall.io/small/front/7/9/79cb55f0-f0e8-4644-8c19-54efe5854973.jpg?1562591841
1428,1428,5231a7d6-b6cf-4fa8-8da8-f0ecf023e054,Dwarven Landslide,ドワーフの地すべり,False,4,common,"Kicker—{2}{R}, Sacrifice a land. (You may pay {2}{R} and sacrifice a land in addition to any other costs as you cast this spell.)
Destroy target land. If this spell was kicked, destroy another target land.",Sorcery,,,False,False,False,True,False,False,https://cards.scryfall.io/small/front/4/8/48ab243e-d08d-4ece-9725-4bb5f67b1c92.jpg?1562911973
1429,1429,0935377b-384f-4e4c-9fbb-8d2a7d5dc280,Dwarven Miner,ドワーフ鉱夫,False,2,uncommon,"{2}{R}, {T}: Destroy target nonbasic land.",Creature — Dwarf,1.0,2.0,False,False,False,True,False,False,https://cards.scryfall.io/small/front/b/7/b7142196-c379-4932-9402-97642ad2ebdb.jpg?1562721426
1430,1430,db130ff4-7525-421f-b7e7-200921ecbdec,Dwarven Nomad,ドワーフの放浪者,False,3,common,{T}: Target creature with power 2 or less can't be blocked this turn.,Creature — Dwarf Nomad,1.0,1.0,False,False,False,True,False,False,https://cards.scryfall.io/small/front/3/0/30b09e65-5e69-48f8-be9b-a1e9706f18bf.jpg?1562718333
1431,1431,4369adc8-d8e0-4d51-b2a9-7e4a8dfd9f8f,Dwarven Patrol,ドワーフ巡視部隊,False,3,uncommon,"Dwarven Patrol doesn't untap during your untap step.
Whenever you cast a nonred spell, untap Dwarven Patrol.",Creature — Dwarf,4.0,2.0,False,False,False,True,False,False,https://cards.scryfall.io/small/front/0/3/03c08df5-f5e7-4498-ac80-25ccbe304b26.jpg?1743901509
1432,1432,f47f1c96-0b09-4277-8d61-cffa56d81be7,Dwarven Pony,,False,1,rare,"{1}{R}, {T}: Target Dwarf creature gains mountainwalk until end of turn. (It can't be blocked as long as defending player controls a Mountain.)",Creature — Horse,1.0,1.0,False,False,False,True,False,False,https://cards.scryfall.io/small/front/5/3/53a3019f-0b27-4ba3-be4c-73ed50eb9514.jpg?1562587286
1433,1433,d047a819-5196-4a16-8d67-a4edaf6fdef0,Dwarven Recruiter,ドワーフ徴募兵,False,3,uncommon,"When Dwarven Recruiter enters the battlefield, search your library for any number of Dwarf cards, reveal them, then shuffle and put those cards on top in any order.",Creature — Dwarf,2.0,2.0,False,False,False,True,False,False,https://cards.scryfall.io/small/front/6/a/6a15d274-85b4-4f3c-b502-f6dfe7db4d37.jpg?1562914635
1434,1434,cbef6ad5-717f-4b02-9c62-e5deba407ad1,Dwarven Ruins,ドワーフ都市の廃墟,False,0,uncommon,"Dwarven Ruins enters the battlefield tapped.
{T}: Add {R}.
{T}, Sacrifice Dwarven Ruins: Add {R}{R}.",Land,,,False,False,False,False,False,True,https://cards.scryfall.io/small/front/0/4/048fc9a8-cc3c-43a1-89dd-c9a8fa72bdc6.jpg?1562589178
1435,1435,a896cedb-f10a-48ac-82e7-6ae1e8b5a439,Dwarven Scorcher,焼き焦がすドワーフ,False,1,common,Sacrifice Dwarven Scorcher: Dwarven Scorcher deals 1 damage to target creature unless that creature's controller has Dwarven Scorcher deal 2 damage to them.,Creature — Dwarf,1.0,1.0,False,False,False,True,False,False,https://cards.scryfall.io/small/front/0/9/099873b1-7181-4b9d-8ce1-8ec63c814afe.jpg?1562628571
1436,1436,55ae9711-65ac-4166-8a51-1deeb10a8904,Dwarven Sea Clan,,False,3,rare,{T}: Choose target attacking or blocking creature whose controller controls an Island. Dwarven Sea Clan deals 2 damage to that creature at end of combat. Activate only before the end of combat step.,Creature — Dwarf,1.0,1.0,False,False,False,True,False,False,https://cards.scryfall.io/small/front/4/c/4cb722d9-1998-4912-a6f2-4ffa8d21311a.jpg?1562587274
1437,1437,ecf613a7-a3df-4da6-b3db-4626b5ae8df6,Dwarven Shrine,ドワーフの祭殿,False,3,rare,"Whenever a player casts a spell, Dwarven Shrine deals X damage to that player, where X is twice the number of cards in all graveyards with the same name as that spell.",Enchantment,,,False,False,False,True,False,False,https://cards.scryfall.io/small/front/8/5/85197997-5e1a-46ce-8f0d-6da5ce297baf.jpg?1562919664
1438,1438,88f9075c-ea96-4f8d-b0d1-e5e244e824c1,Dwarven Soldier,ドワーフ兵士,False,2,common,"Whenever Dwarven Soldier blocks or becomes blocked by one or more Orcs, Dwarven Soldier gets +0/+2 until end of turn.",Creature — Dwarf Soldier,2.0,1.0,False,False,False,True,False,False,https://cards.scryfall.io/small/front/7/4/7438382c-15a0-40b1-a17b-2ef7bd67866c.jpg?1562591834
1439,1439,66dd0e68-f5ec-45e5-991f-d588aa726387,Dwarven Strike Force,ドワーフ打撃部隊,False,5,uncommon,Discard a card at random: Dwarven Strike Force gains first strike and haste until end of turn.,Creature — Dwarf Berserker,4.0,3.0,False,False,False,True,False,False,https://cards.scryfall.io/small/front/a/2/a2bc3d85-5ba1-4f2e-a676-be989bdb04f7.jpg?1562925354
1440,1440,019d0013-52fd-4261-9cc8-7efcee5a4616,Dwarven Thaumaturgist,ドワーフの秘術師,False,3,rare,{T}: Switch target creature's power and toughness until end of turn.,Creature — Dwarf Shaman,1.0,2.0,False,False,False,True,False,False,https://cards.scryfall.io/small/front/8/e/8e68aa29-9f38-48a2-b00a-39aef9d91f6d.jpg?1562802106
1441,1441,b40c5f3e-7080-4828-9215-79727c7a911f,Dwarven Trader,,False,1,common,,Creature — Dwarf,1.0,1.0,False,False,False,True,False,False,https://cards.scryfall.io/small/front/4/d/4db9aa47-f42b-41e9-948c-8b012c3809fb.jpg?1562587275
1442,1442,b49baf80-237c-41ee-8a22-2b6a68a313e7,Dwarven Vigilantes,ドワーフ自警団,False,3,common,"Whenever Dwarven Vigilantes attacks and isn't blocked, you may have it deal damage equal to its power to target creature. If you do, Dwarven Vigilantes assigns no combat damage this turn.",Creature — Dwarf,2.0,2.0,False,False,False,True,False,False,https://cards.scryfall.io/small/front/0/7/077d33bb-41bf-440d-939b-67ab5aacb092.jpg?1562276955
1443,1443,cfc553cd-3b4c-47a9-bffb-e5790befb32c,Dwarven Warriors,ドワーフ戦士団,False,3,common,{T}: Target creature with power 2 or less can't be blocked this turn.,Creature — Dwarf Warrior,1.0,1.0,False,False,False,True,False,False,https://cards.scryfall.io/small/front/3/6/3616f381-ca10-4945-b95e-96dfefa3c303.jpg?1559603774
1444,1444,08f361c5-bcb5-4a9b-9610-70609cdc047f,Dwell on the Past,懐古,False,1,uncommon,Target player shuffles up to four target cards from their graveyard into their library.,Sorcery,,,False,False,False,False,True,False,https://cards.scryfall.io/small/front/7/7/77ac905a-839b-4fb5-8c17-7fd6c2c0c492.jpg?1562630446
1445,1445,78a9cb8d-52bb-4182-ad7d-e4f8f0bb9797,Dying Wail,死に際の嘆き,False,2,common,"Enchant creature
When enchanted creature dies, target player discards two cards.",Enchantment — Aura,,,False,False,True,False,False,False,https://cards.scryfall.io/small/front/2/a/2a25a472-495e-4062-b66f-c37f148b494f.jpg?1562443739
1446,1446,d0e6203b-cef2-470f-8c79-7b139290e2d5,Dystopia,,False,3,rare,"Cumulative upkeep—Pay 1 life. (At the beginning of your upkeep, put an age counter on this permanent, then sacrifice it unless you pay its upkeep cost for each age counter on it.)
At the beginning of each player's upkeep, that player sacrifices a green or white permanent.",Enchantment,,,False,False,True,False,False,False,https://cards.scryfall.io/small/front/5/f/5f8bb451-706d-44ff-bbad-9ddc6f9f786a.jpg?1562768724
1447,1447,7408b9c5-7266-4627-be4e-b691cf5c622c,Déjà Vu,ランプのジン,False,3,common,Return target sorcery card from your graveyard to your hand.,Sorcery,,,False,True,False,False,False,False,https://cards.scryfall.io/small/front/a/d/ade6a71a-e8ec-4d41-8a39-3eacf0097c8b.jpg?1562936067
1448,1448,39780477-01ba-40c6-8fe6-2178efb10b92,Eager Cadet,熱心な士官候補生,False,1,common,,Creature — Human Soldier,1.0,1.0,True,False,False,False,False,False,https://cards.scryfall.io/small/front/4/6/46b89ce6-8a73-4e27-8696-e65ea0c16925.jpg?1562236949
1449,1449,32001382-3079-4bbe-8d86-05da654c0d1a,Early Harvest,早摘み,False,3,rare,Target player untaps all basic lands they control.,Instant,,,False,False,False,False,True,False,https://cards.scryfall.io/small/front/7/2/72df2d73-e58b-43e7-90ad-2d61ca33ccbb.jpg?1562819029
1450,1450,26f87a39-29ed-4649-b5d8-204f6a40a41d,Earnest Fellowship,大切な仲間,False,2,rare,Each creature has protection from its colors.,Enchantment,,,True,False,False,False,False,False,https://cards.scryfall.io/small/front/6/6/66392169-5c6f-46bf-b0df-5670e40aecd9.jpg?1562913900
1451,1451,6c14ecbf-0097-4fd8-97a3-a32b532c21e0,Earsplitting Rats,耳裂きネズミ,False,4,common,"When Earsplitting Rats enters the battlefield, each player discards a card.
Discard a card: Regenerate Earsplitting Rats.",Creature — Rat,2.0,1.0,False,False,True,False,False,False,https://cards.scryfall.io/small/front/5/d/5dad63b5-ced3-4150-ad84-1ca05a892840.jpg?1562630041
1452,1452,3c97c311-7ad5-47ec-b421-f6c3bfbda9fb,Earth Elemental,大地の精霊,False,5,uncommon,,Creature — Elemental,4.0,5.0,False,False,False,True,False,False,https://cards.scryfall.io/small/front/a/5/a5a859fd-28a3-470f-adf4-c6431ced27e1.jpg?1559600457
1453,1453,888a5071-24b1-48ce-a97b-39f108976c6d,Earth Rift,地の裂け目,False,4,common,"Destroy target land.
Flashback {5}{R}{R} (You may cast this card from your graveyard for its flashback cost. Then exile it.)",Sorcery,,,False,False,False,True,False,False,https://cards.scryfall.io/small/front/e/2/e2e10742-77c9-4f91-81b2-37b2ac910f09.jpg?1562937438
1454,1454,86b8fdad-0025-4b6f-8527-23686820a5cd,Earthblighter,地を荒廃させる者,False,2,uncommon,"{2}{B}, {T}, Sacrifice a Goblin: Destroy target land.",Creature — Human Cleric,1.0,1.0,False,False,True,False,False,False,https://cards.scryfall.io/small/front/8/3/830a4048-48ac-4856-9af9-5052ec146518.jpg?1562921544
1455,1455,50aa7aff-1f01-4224-9a83-01f74d703ec2,Earthcraft,大地の知識,False,2,rare,Tap an untapped creature you control: Untap target basic land.,Enchantment,,,False,False,False,False,True,False,https://cards.scryfall.io/small/front/9/d/9dda7531-82a1-4f49-8858-601ddbc6e2bc.jpg?1587857352
1456,1456,c6e4a5c6-3c9b-49d5-8288-1be46be657dc,Earthlink,,False,6,rare,"At the beginning of your upkeep, sacrifice Earthlink unless you pay {2}.
Whenever a creature dies, that creature's controller sacrifices a land.",Enchantment,,,False,False,True,True,True,False,https://cards.scryfall.io/small/front/a/8/a83cb1c4-7c5b-4a5e-b15e-138d644f5cdb.jpg?1562926435
1457,1457,91fbffd1-0886-45fa-bf3e-4c9864458431,Earthlore,,False,1,common,"Enchant land you control
Tap enchanted land: Target blocking creature gets +1/+2 until end of turn. Activate only if enchanted land is untapped.",Enchantment — Aura,,,False,False,False,False,True,False,https://cards.scryfall.io/small/front/3/1/319d252e-7c43-47d6-8873-f69b0e063256.jpg?1587911995
1458,1458,9a40614b-50a3-422c-849e-53c8b7d3d204,Earthquake,地震,False,1,rare,Earthquake deals X damage to each creature without flying and each player.,Sorcery,,,False,False,False,True,False,False,https://cards.scryfall.io/small/front/1/9/19ec03ce-a8a3-42c3-a895-21cce1657411.jpg?1559604239
1459,1459,b445482a-9422-41c7-bedb-3b9f500d2f27,Eastern Paladin,東の聖騎士,False,4,rare,"{B}{B}, {T}: Destroy target green creature.",Creature — Phyrexian Zombie Knight,3.0,3.0,False,False,True,False,False,False,https://cards.scryfall.io/small/front/a/a/aa6dbd6e-c51f-427b-91ab-2d0988fb9966.jpg?1562245343
1460,1460,12e4d2bd-83e9-4120-a2e8-0645c0ed2387,Ebon Dragon,漆黒のドラゴン,False,7,rare,"Flying
When Ebon Dragon enters the battlefield, you may have target opponent discard a card.",Creature — Dragon,5.0,4.0,False,False,True,False,False,False,https://cards.scryfall.io/small/front/4/f/4f10cf69-d3dc-43a4-9595-0f7d245c5efa.jpg?1562446634
1461,1461,4d4b9512-d29d-4b99-9249-d37e1199a1f5,Ebon Stronghold,漆黒の要塞,False,0,uncommon,"Ebon Stronghold enters the battlefield tapped.
{T}: Add {B}.
{T}, Sacrifice Ebon Stronghold: Add {B}{B}.",Land,,,False,False,False,False,False,True,https://cards.scryfall.io/small/front/b/0/b0509266-2bd5-4958-a497-935e004cc20f.jpg?1562593289
1462,1462,86fd4652-a629-429a-bf95-0b8724708a71,Ebonblade Reaper,漆黒の刃の死神,False,3,rare,"Whenever Ebonblade Reaper attacks, you lose half your life, rounded up.
Whenever Ebonblade Reaper deals combat damage to a player, that player loses half their life, rounded up.
Morph {3}{B}{B} (You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.)",Creature — Human Cleric,1.0,1.0,False,False,True,False,False,False,https://cards.scryfall.io/small/front/1/6/16ebef2c-8bb2-4816-a628-0062f95e512e.jpg?1562900542
1463,1463,2f3237fe-9e07-4aad-8bc8-7ef4b510dd36,Ebony Charm,黒檀の魔除け,False,1,common,"Choose one —
• Target opponent loses 1 life and you gain 1 life.
• Exile up to three target cards from a single graveyard.
• Target creature gains fear until end of turn. (It can't be blocked except by artifact creatures and/or black creatures.)",Instant,,,False,False,True,False,False,False,https://cards.scryfall.io/small/front/9/3/937c8016-43c8-418b-9057-b5d6715f71f7.jpg?1562720489
1464,1464,4eb67ba3-35e3-47c3-820f-62814cf202a7,Ebony Horse,黒檀の馬,False,3,rare,"{2}, {T}: Untap target attacking creature you control. Prevent all combat damage that would be dealt to and dealt by that creature this turn.",Artifact,,,False,False,False,False,False,True,https://cards.scryfall.io/small/front/b/6/b665f9dc-a5df-4ad7-9067-9b48f942bdde.jpg?1559603646
1465,1465,3d2b5201-c2bf-4753-89ad-543795740216,Ebony Rhino,,False,7,common,Trample,Artifact Creature — Rhino,4.0,5.0,False,False,False,False,False,True,https://cards.scryfall.io/small/front/8/1/81db749e-a1df-4615-9449-94731fa23a9f.jpg?1562587745
1466,1466,04683bd7-b100-4fc8-8165-316c5508c255,Ebony Treefolk,黒檀のツリーフォーク,False,3,uncommon,{B}{G}: Ebony Treefolk gets +1/+1 until end of turn.,Creature — Treefolk,3.0,3.0,False,False,True,False,True,False,https://cards.scryfall.io/small/front/2/b/2b85dadb-351f-4975-a2c3-febf5e80bc85.jpg?1562905217
1467,1467,75960649-93a4-4d56-b40f-f9fcbb4341d4,Echo Chamber,エコー室,False,4,rare,"{4}, {T}: An opponent chooses target creature they control. Create a token that's a copy of that creature. That token gains haste until end of turn. Exile the token at the beginning of the next end step. Activate only as a sorcery.",Artifact,,,False,False,False,False,False,True,https://cards.scryfall.io/small/front/0/6/06425615-6c10-4766-8128-a1a09a35649d.jpg?1562052329
1468,1468,34efa2fe-95ef-4a06-9a84-97f03ec68908,Echo Tracer,残響の追跡者,False,3,common,"Morph {2}{U} (You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.)
When Echo Tracer is turned face up, return target creature to its owner's hand.",Creature — Human Wizard,2.0,2.0,False,True,False,False,False,False,https://cards.scryfall.io/small/front/6/3/63390760-35a7-4b4c-8c68-5c84f90d0c58.jpg?1562915084
1469,1469,71a7f695-06b9-461d-9646-ffb975b375fc,Edgewalker,境を歩む者,False,3,uncommon,"Cleric spells you cast cost {W}{B} less to cast. This effect reduces only the amount of colored mana you pay. (For example, if you cast a Cleric spell with mana cost {1}{W}, it costs {1} to cast.)",Creature — Human Cleric,2.0,2.0,True,False,True,False,False,False,https://cards.scryfall.io/small/front/c/8/c8b477c2-2cd5-41f2-8754-d4d5000df58d.jpg?1562534693
1470,1470,9097457c-ceb3-4944-8f01-c28ddefbb270,Eightfold Maze,八陣図,False,3,rare,"Cast this spell only during the declare attackers step and only if you've been attacked this step.
Destroy target attacking creature.",Instant,,,True,False,False,False,False,False,https://cards.scryfall.io/small/front/c/c/cc8c377a-82c4-46ee-94c2-b970160a3205.jpg?1562257975
1471,1471,6c89e4e6-c4d7-416c-b985-41739c6f5b50,Ekundu Cyclops,イーカンドゥー・サイクロプス,False,4,common,"If a creature you control attacks, Ekundu Cyclops also attacks if able.",Creature — Cyclops,3.0,4.0,False,False,False,True,False,False,https://cards.scryfall.io/small/front/9/0/9047d292-8f5c-4a6b-b74e-c8dbf3e0ab24.jpg?1562720478
1472,1472,852b6e19-4594-41ea-9267-0911df643af5,Ekundu Griffin,イーカンドゥー・グリフィン,False,4,common,"Flying, first strike",Creature — Griffin,2.0,2.0,True,False,False,False,False,False,https://cards.scryfall.io/small/front/a/1/a1eec4ac-7d28-4f76-a1d5-a0a19c142514.jpg?1562821085
1473,1473,f92c9a5d-853f-4157-89ba-8d8c8033c533,El-Hajjâj,エル・ハジャジ,False,3,rare,"Whenever El-Hajjâj deals damage, you gain that much life.",Creature — Human Wizard,1.0,1.0,False,False,True,False,False,False,https://cards.scryfall.io/small/front/c/f/cf371bd2-89ad-487e-8f27-37a6e75ca0f5.jpg?1559604241
1474,1474,4acb6612-54e8-428d-acb6-c7259a5ad6a8,Eladamri's Call,エラダムリーの呼び声,False,2,rare,"Search your library for a creature card, reveal that card, put it into your hand, then shuffle.",Instant,,,True,False,False,False,True,False,https://cards.scryfall.io/small/front/d/c/dcb79f39-5ef3-4ad6-9a43-04beb27d8480.jpg?1562941589
1475,1475,faa085c3-705f-465d-9290-0e22276ad06d,Eladamri's Vineyard,葉の王エラダムリー,False,1,rare,"At the beginning of each player's precombat main phase, that player adds {G}{G}.",Enchantment,,,False,False,False,False,True,False,https://cards.scryfall.io/small/front/d/8/d8531643-5657-44b6-89d1-9cdf67ed09c4.jpg?1562056878
