,Unnamed: 0,oracle_id,name,name_ja,banned,mv,rarity,text,type,power,toughness,w,u,b,r,g,c
1861,1861,956381ba-6d37-4a8a-846c-bad79222dbee,Force of Will,意志の力,False,5,uncommon,"You may pay 1 life and exile a blue card from your hand rather than pay this spell's mana cost.
Counter target spell.",Instant,,,False,True,False,False,False,False
1862,1862,457dc141-bc72-42ad-b482-c78183462e34,Forced March,強行軍,False,3,rare,Destroy all creatures with mana value X or less.,Sorcery,,,False,False,True,False,False,False
1863,1863,ccf1336c-2ea5-4582-84a5-0b29b3cca6c2,Forced Retreat,強制撤退,False,3,common,Put target creature on top of its owner's library.,Sorcery,,,False,True,False,False,False,False
1864,1864,c8c5cd28-4f27-424d-92bc-e7d6f15a5f9f,Forcemage Advocate,腕力魔道士の代言者,False,2,uncommon,{T}: Return target card from an opponent's graveyard to their hand. Put a +1/+1 counter on target creature.,Creature — Centaur Shaman,2,1,False,False,False,False,True,False
1865,1865,4caa97df-1f6c-4806-bf14-e589cc1badb5,Foreshadow,予兆,False,2,uncommon,"Choose a card name, then target opponent mills a card. If a card with the chosen name was milled this way, you draw a card.
Draw a card at the beginning of the next turn's upkeep.",Instant,,,False,True,False,False,False,False
1866,1866,c9640b04-9751-46d5-b7bf-5b8a8ecf145f,Foresight,,False,2,common,"Search your library for three cards, exile them, then shuffle.
Draw a card at the beginning of the next turn's upkeep.",Sorcery,,,False,True,False,False,False,False
1867,1867,b34bb2dc-c1af-4d77-b0b3-a0fb342a5fc6,Forest,森,False,0,common,({T}: Add {G}.),Basic Land — Forest,,,False,False,False,False,False,True
1868,1868,0994d596-0b15-4156-8e94-5b566dcad6cd,Forest Bear,森の熊,False,2,common,,Creature — Bear,2,2,False,False,False,False,True,False
1869,1869,619ef7e1-33cd-4470-a1d4-83c5f1f5c31e,Forget,忘却,False,2,rare,"Target player discards two cards, then draws as many cards as they discarded this way.",Sorcery,,,False,True,False,False,False,False
1870,1870,2ef75cf3-30dc-4852-a6d1-1d6391fad022,Forgotten Ancient,忘れられた古霊,False,4,rare,"Whenever a player casts a spell, you may put a +1/+1 counter on Forgotten Ancient.
At the beginning of your upkeep, you may move any number of +1/+1 counters from Forgotten Ancient onto other creatures.",Creature — Elemental,0,3,False,False,False,False,True,False
1871,1871,394c6de5-7957-4a0b-a6b9-ee0c707cd022,Forgotten Cave,忘れられた洞窟,False,0,common,"Forgotten Cave enters the battlefield tapped.
{T}: Add {R}.
Cycling {R} ({R}, Discard this card: Draw a card.)",Land,,,False,False,False,False,False,True
1872,1872,9e5de2ed-e8a1-4d52-832f-c4a1bfdf2ae5,Forgotten Harvest,忘れられた収穫,False,2,rare,"At the beginning of your upkeep, you may exile a land card from your graveyard. If you do, put a +1/+1 counter on target creature.",Enchantment,,,False,False,False,False,True,False
1873,1873,ca9f538d-4191-448a-870d-f645b7c37c1b,Forgotten Lore,,False,1,uncommon,"Target opponent chooses a card in your graveyard. You may pay {G}. If you do, repeat this process except that opponent can't choose a card already chosen for Forgotten Lore. Then put the last chosen card into your hand.",Sorcery,,,False,False,False,False,True,False
1874,1874,7261dc6d-7669-4682-977b-1304f57a201d,Foriysian Brigade,フォライアスの大部隊,False,4,uncommon,Foriysian Brigade can block an additional creature each combat.,Creature — Human Soldier,2,4,True,False,False,False,False,False
1875,1875,66107cfd-4bdb-4266-a650-940743555ea4,Forked Lightning,四筋の稲妻,False,4,rare,"Forked Lightning deals 4 damage divided as you choose among one, two, or three target creatures.",Sorcery,,,False,False,False,True,False,False
1876,1876,7b389f2b-fddc-46fb-85d5-4470565323f3,Form of the Dragon,ドラゴン変化,False,7,rare,"At the beginning of your upkeep, Form of the Dragon deals 5 damage to any target.
At the beginning of each end step, your life total becomes 5.
Creatures without flying can't attack you.",Enchantment,,,False,False,False,True,False,False
1877,1877,ad5d27ea-cead-4c95-8561-283855ce952e,Formation,,False,2,rare,"Target creature gains banding until end of turn. (Any creatures with banding, and up to one without, can attack in a band. Bands are blocked as a group. If any creatures with banding a player controls are blocking or being blocked by a creature, that player divides that creature's combat damage, not its controller, among any of the creatures it's being blocked by or is blocking.)
Draw a card at the beginning of the next turn's upkeep.",Instant,,,True,False,False,False,False,False
1878,1878,6bb00a28-8b5a-4049-93b7-3db02de88aeb,Forsaken City,見捨てられた都市,False,0,rare,"Forsaken City doesn't untap during your untap step.
At the beginning of your upkeep, you may exile a card from your hand. If you do, untap Forsaken City.
{T}: Add one mana of any color.",Land,,,False,False,False,False,False,True
1879,1879,b9e61e68-9dc8-4295-95dc-dd66a0907c8c,Forsaken Wastes,絶望の荒野,False,3,rare,"Players can't gain life.
At the beginning of each player's upkeep, that player loses 1 life.
Whenever Forsaken Wastes becomes the target of a spell, that spell's controller loses 5 life.",World Enchantment,,,False,False,True,False,False,False
1880,1880,cef37acf-ee97-48bf-a605-b17efcce5ce8,Fortified Area,要塞化,False,3,common,"Wall creatures you control get +1/+0 and have banding. (Any creatures with banding, and up to one without, can attack in a band. Bands are blocked as a group. If any creatures with banding you control are blocking or being blocked by a creature, you divide that creature's combat damage, not its controller, among any of the creatures it's being blocked by or is blocking.)",Enchantment,,,True,False,False,False,False,False
1881,1881,5017c07d-8ad5-4ee2-91d3-974811cdff75,Fortitude,堅忍不屈,False,2,common,"Enchant creature
Sacrifice a Forest: Regenerate enchanted creature.
When Fortitude is put into a graveyard from the battlefield, return Fortitude to its owner's hand.",Enchantment — Aura,,,False,False,False,False,True,False
1882,1882,fb431500-152c-4524-b76b-de62922ff57f,Foster,里子,False,4,rare,"Whenever a creature you control dies, you may pay {1}. If you do, reveal cards from the top of your library until you reveal a creature card. Put that card into your hand and the rest into your graveyard.",Enchantment,,,False,False,False,False,True,False
1883,1883,90767f52-fa6d-4ef3-ae54-d8e3881971c1,Foul Familiar,,False,3,common,"Foul Familiar can't block.
{B}, Pay 1 life: Return Foul Familiar to its owner's hand.",Creature — Spirit,3,1,False,False,True,False,False,False
1884,1884,25c04be3-f2e0-4f45-a1ca-9e75ffffa9b5,Foul Imp,悪臭のインプ,False,2,uncommon,"Flying
When Foul Imp enters the battlefield, you lose 2 life.",Creature — Imp,2,2,False,False,True,False,False,False
1885,1885,16f3a09f-e29b-4fb5-95ed-d76ad550c2ad,Foul Presence,不潔の気配,False,3,uncommon,"Enchant creature
Enchanted creature gets -1/-1 and has ""{T}: Target creature gets -1/-1 until end of turn.""",Enchantment — Aura,,,False,False,True,False,False,False
1886,1886,d8177d08-a603-42e9-9350-890eac05e184,Foul Spirit,悪臭のスピリット,False,3,uncommon,"Flying
When Foul Spirit enters the battlefield, sacrifice a land.",Creature — Spirit,3,2,False,False,True,False,False,False
1887,1887,e6527ba3-3293-4a29-a2f9-7a81f8f27b7c,Fountain Watch,泉の見張り番,False,5,rare,Artifacts and enchantments you control have shroud. (They can't be the targets of spells or abilities.),Creature — Human Cleric,2,4,True,False,False,False,False,False
1888,1888,0799df10-b489-4f79-bf98-7a0c500b46a1,Fountain of Cho,チョーの泉,False,0,uncommon,"Fountain of Cho enters the battlefield tapped.
{T}: Put a storage counter on Fountain of Cho.
{T}, Remove any number of storage counters from Fountain of Cho: Add {W} for each storage counter removed this way.",Land,,,False,False,False,False,False,True
1889,1889,b906923c-9997-4da5-a05e-53eb4d2dff32,Fountain of Youth,若返りの泉,False,0,uncommon,"{2}, {T}: You gain 1 life.",Artifact,,,False,False,False,False,False,True
1890,1890,6c270e6a-12a7-4323-87ba-6d770986fb48,Foxfire,狐火,False,3,common,"Untap target attacking creature. Prevent all combat damage that would be dealt to and dealt by that creature this turn.
Draw a card at the beginning of the next turn's upkeep.",Instant,,,False,False,False,False,True,False
1891,1891,b4025136-3146-499a-8c17-ed9de548ab8d,Frantic Purification,狂乱した浄化,False,3,common,"Destroy target enchantment.
Madness {W} (If you discard this card, discard it into exile. When you do, cast it for its madness cost or put it into your graveyard.)",Instant,,,True,False,False,False,False,False
1892,1892,16e015b2-f8a3-4b1a-80be-58a8f5fb5e8c,Frantic Search,大あわての捜索,False,3,common,"Draw two cards, then discard two cards. Untap up to three lands.",Instant,,,False,True,False,False,False,False
1893,1893,8cdda36f-5e82-4c2f-8eaa-75b9bbc93a02,Freewind Falcon,フリーウィンド・ファルコン,False,2,common,"Flying, protection from red",Creature — Bird,1,1,True,False,False,False,False,False
1894,1894,c21d3360-8be0-477e-a592-7e64a76570d3,Frenetic Efreet,熱狂のイフリート,False,3,rare,"Flying
{0}: Flip a coin. If you win the flip, Frenetic Efreet phases out. If you lose the flip, sacrifice Frenetic Efreet. (While it's phased out, it's treated as though it doesn't exist. It phases in before you untap during your next untap step.)",Creature — Efreet,2,1,False,True,False,True,False,False
1895,1895,6eb4b649-c578-4b29-8da1-7c757412bec0,Frenetic Ogre,熱狂のオーガ,False,5,uncommon,"{R}, Discard a card at random: Frenetic Ogre gets +3/+0 until end of turn.",Creature — Ogre,2,3,False,False,False,True,False,False
1896,1896,4b875669-f5c4-4f52-95be-ac52b0e33ce1,Frenetic Raptor,熱狂の猛禽,False,6,uncommon,Beasts can't block.,Creature — Dinosaur Beast,6,6,False,False,False,True,False,False
1897,1897,c6b915b3-b504-42fb-8059-62a3e8e224e1,Frenzied Tilling,激情の耕作,False,5,common,"Destroy target land. Search your library for a basic land card, put that card onto the battlefield tapped, then shuffle.",Sorcery,,,False,False,False,True,True,False
1898,1898,bd0031c3-ff88-4bc5-82a0-2187c60a7d33,Fresh Volunteers,志願新兵,False,2,common,,Creature — Human Rebel,2,2,True,False,False,False,False,False
1899,1899,c28a7641-49e3-43b1-a366-8d6e9c8dab9c,Freyalise Supplicant,,False,2,uncommon,"{T}, Sacrifice a red or white creature: Freyalise Supplicant deals damage to any target equal to half the sacrificed creature's power, rounded down.",Creature — Human Cleric,1,1,False,False,False,False,True,False
1900,1900,e0d638d2-2c5b-415c-95e7-74bf8d88794f,Freyalise's Charm,,False,2,uncommon,"Whenever an opponent casts a black spell, you may pay {G}{G}. If you do, you draw a card.
{G}{G}: Return Freyalise's Charm to its owner's hand.",Enchantment,,,False,False,False,False,True,False
1901,1901,ffeb792a-6df0-46c1-badc-4deb857f7d48,Freyalise's Winds,,False,4,rare,"Whenever a permanent becomes tapped, put a wind counter on it.
If a permanent with a wind counter on it would untap during its controller's untap step, remove all wind counters from it instead.",Enchantment,,,False,False,False,False,True,False
1902,1902,96b611e9-38cc-4326-bb38-73084e99e6f5,Frightcrawler,異形の這うもの,False,2,common,"Fear (This creature can't be blocked except by artifact creatures and/or black creatures.)
Threshold — As long as seven or more cards are in your graveyard, Frightcrawler gets +2/+2 and can't block.",Creature — Horror,1,1,False,False,True,False,False,False
1903,1903,10e3e284-943a-45aa-accb-bb7d2a420098,Frightshroud Courier,恐怖布の急使,False,3,uncommon,"You may choose not to untap Frightshroud Courier during your untap step.
{2}{B}, {T}: Target Zombie creature gets +2/+2 and has fear for as long as Frightshroud Courier remains tapped. (It can't be blocked except by artifact creatures and/or black creatures.)",Creature — Zombie,2,1,False,False,True,False,False,False
1904,1904,861c5374-a8e7-4684-9a1b-e6ce3b98e4a2,Frog Tongue,蛙の舌,False,1,common,"Enchant creature
When Frog Tongue enters the battlefield, draw a card.
Enchanted creature has reach. (It can block creatures with flying.)",Enchantment — Aura,,,False,False,False,False,True,False
1905,1905,6e202114-48f3-46d2-bc54-df766d149d9d,Frontline Strategist,最前線の策士,False,1,common,"Morph {W} (You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.)
When Frontline Strategist is turned face up, prevent all combat damage non-Soldier creatures would deal this turn.",Creature — Human Soldier,1,1,True,False,False,False,False,False
1906,1906,f75f9006-217d-4ec8-9c35-ceefe1c5ae4e,Frozen Shade,凍てつく影,False,3,common,{B}: Frozen Shade gets +1/+1 until end of turn.,Creature — Shade,0,1,False,False,True,False,False,False
1907,1907,7101f0ab-89ce-4b13-a5a8-4cabd6c8670d,Frozen Solid,凍結,False,3,common,"Enchant creature
Enchanted creature doesn't untap during its controller's untap step.
When enchanted creature is dealt damage, destroy it.",Enchantment — Aura,,,False,True,False,False,False,False
1908,1908,5f3ef680-90f4-487f-b44b-db25e29e57ce,Fruition,結実,False,1,common,You gain 1 life for each Forest on the battlefield.,Sorcery,,,False,False,False,False,True,False
1909,1909,e05f3236-dc82-4353-87ab-d26ae7caa0e7,Fugitive Druid,脱走ドルイド,False,4,rare,"Whenever Fugitive Druid becomes the target of an Aura spell, you draw a card.",Creature — Human Druid,3,2,False,False,False,False,True,False
1910,1910,381fa2a9-69fc-4558-a0ac-fb99c6f8d77f,Fugitive Wizard,脱走魔術師,False,1,common,,Creature — Human Wizard,1,1,False,True,False,False,False,False
1911,1911,724c8a20-bfb3-4c63-8cfa-5ad4c72ebe2f,Fugue,遁走,False,5,uncommon,Target player discards three cards.,Sorcery,,,False,False,True,False,False,False
1912,1912,a9e33138-e1c0-4b69-b868-1ce8493c073d,Fumarole,,False,5,uncommon,"As an additional cost to cast this spell, pay 3 life.
Destroy target creature and target land.",Sorcery,,,False,False,True,True,False,False
1913,1913,8866272d-89cb-478c-82ae-20e1d510eab7,Funeral Charm,葬送の魔除け,False,1,common,"Choose one —
• Target player discards a card.
• Target creature gets +2/-1 until end of turn.
• Target creature gains swampwalk until end of turn. (It can't be blocked as long as defending player controls a Swamp.)",Instant,,,False,False,True,False,False,False
1914,1914,4d8afa5c-cef3-4e67-bd4c-ebd5c68b96a7,Funeral March,葬列,False,3,common,"Enchant creature
When enchanted creature leaves the battlefield, its controller sacrifices a creature.",Enchantment — Aura,,,False,False,True,False,False,False
1915,1915,02af53c1-83e6-447f-908b-2757c8aa445c,Funeral Pyre,送り火,False,1,common,Exile target card from a graveyard. Its owner creates a 1/1 white Spirit creature token with flying.,Instant,,,True,False,False,False,False,False
1916,1916,9991941e-436f-42d4-8b0c-1ee84234774b,Fungal Shambler,菌類のシャンブラー,False,7,rare,"Trample
Whenever Fungal Shambler deals damage to an opponent, you draw a card and that opponent discards a card.",Creature — Fungus Beast,6,4,False,True,True,False,True,False
1917,1917,3d3c5dd5-ad4e-48ca-92b1-91e1f4ad5c3b,Fungus Elemental,菌類の精霊,False,4,rare,"{G}, Sacrifice a Forest: Put a +2/+2 counter on Fungus Elemental. Activate only if Fungus Elemental entered the battlefield this turn.",Creature — Fungus Elemental,3,3,False,False,False,False,True,False
1918,1918,3e771f5b-2de3-4a1b-8281-ab1f7491e5a1,Fungusaur,キノコザウルス,False,4,rare,"Whenever Fungusaur is dealt damage, put a +1/+1 counter on it.",Creature — Fungus Dinosaur,2,2,False,False,False,False,True,False
1919,1919,f5d1a004-5598-4201-ac07-bca6cd23008f,Furious Assault,猛然たる突撃,False,3,common,"Whenever you cast a creature spell, Furious Assault deals 1 damage to target player or planeswalker.",Enchantment,,,False,False,False,True,False,False
1920,1920,cc87a268-253b-4377-bdc5-474940de8878,Furnace Brood,灼熱洞の仲間,False,4,common,{R}: Target creature can't be regenerated this turn.,Creature — Elemental,3,3,False,False,False,True,False,False
1921,1921,86b33d25-6123-439c-9026-a4e835b48562,Furnace Spirit,灼熱洞のスピリット,False,3,common,"Haste
{R}: Furnace Spirit gets +1/+0 until end of turn.",Creature — Spirit,1,1,False,False,False,True,False,False
1922,1922,68715465-6cf9-4006-87e9-31f227fe9ed3,Furnace of Rath,ラースの灼熱洞,False,4,rare,"If a source would deal damage to a permanent or player, it deals double that damage to that permanent or player instead.",Enchantment,,,False,False,False,True,False,False
1923,1923,93a0e938-b916-47ec-9803-369e885e253c,Future Sight,未来予知,False,5,rare,"Play with the top card of your library revealed.
You may play lands and cast spells from the top of your library.",Enchantment,,,False,True,False,False,False,False
1924,1924,c5829bff-9687-42b2-8bba-1f036e592cdd,Fylamarid,フィラマリッド,False,3,uncommon,"Flying
Fylamarid can't be blocked by blue creatures.
{U}: Target creature becomes blue until end of turn.",Creature — Squid Beast,1,3,False,True,False,False,False,False
1925,1925,df0e5dd8-65e0-474c-ac32-6e0f6f16b8e6,Fylgja,,False,1,common,"Enchant creature
Fylgja enters the battlefield with four healing counters on it.
Remove a healing counter from Fylgja: Prevent the next 1 damage that would be dealt to enchanted creature this turn.
{2}{W}: Put a healing counter on Fylgja.",Enchantment — Aura,,,True,False,False,False,False,False
1926,1926,d37fb8bf-d293-4ac3-b744-74e4caade975,Fyndhorn Bow,,False,2,uncommon,"{3}, {T}: Target creature gains first strike until end of turn.",Artifact,,,False,False,False,False,False,True
1927,1927,6d1f8073-4da2-4abc-abb4-2053c4a40bbf,Fyndhorn Brownie,フィンドホーンのブラウニー,False,3,common,"{2}{G}, {T}: Untap target creature.",Creature — Ouphe,1,1,False,False,False,False,True,False
1928,1928,98e51f1a-ed6e-4286-a41b-e4656d08c934,Fyndhorn Druid,,False,3,common,"When Fyndhorn Druid dies, if it was blocked this turn, you gain 4 life.",Creature — Elf Druid,2,2,False,False,False,False,True,False
1929,1929,507bdb1a-90b4-4fd3-a1a3-e8be316e97f3,Fyndhorn Elder,フィンドホーンの古老,False,3,uncommon,{T}: Add {G}{G}.,Creature — Elf Druid,1,1,False,False,False,False,True,False
1930,1930,df317532-7d36-40fd-938f-e972749c8792,Fyndhorn Elves,フィンドホーンのエルフ,False,1,common,{T}: Add {G}.,Creature — Elf Druid,1,1,False,False,False,False,True,False
1931,1931,2f18967d-c2cd-449d-a288-df6343672743,Fyndhorn Pollen,,False,3,rare,"Cumulative upkeep {1} (At the beginning of your upkeep, put an age counter on this permanent, then sacrifice it unless you pay its upkeep cost for each age counter on it.)
All creatures get -1/-0.
{1}{G}: All creatures get -1/-0 until end of turn.",Enchantment,,,False,False,False,False,True,False
1932,1932,e8521fdf-0896-4747-8c66-ea3bb69eb876,Gabriel Angelfire,天使の炎ガブリエル,False,7,rare,"At the beginning of your upkeep, choose flying, first strike, trample, or rampage 3. Gabriel Angelfire gains that ability until your next upkeep. (Whenever a creature with rampage 3 becomes blocked, it gets +3/+3 until end of turn for each creature blocking it beyond the first.)",Legendary Creature — Angel,4,4,True,False,False,False,True,False
1933,1933,5aadbd03-c459-4893-aa1b-efcf193faa1b,Gaea's Balance,ガイアの均衡,False,4,uncommon,"As an additional cost to cast this spell, sacrifice five lands.
Search your library for a land card of each basic land type, put those cards onto the battlefield, then shuffle.",Sorcery,,,False,False,False,False,True,False
1934,1934,bd5478df-3854-404b-8634-9debcef69b99,Gaea's Blessing,ガイアの祝福,False,2,uncommon,"Target player shuffles up to three target cards from their graveyard into their library.
Draw a card.
When Gaea's Blessing is put into your graveyard from your library, shuffle your graveyard into your library.",Sorcery,,,False,False,False,False,True,False
1935,1935,c5a61e61-d5fe-41ef-afd6-ba5e0399b986,Gaea's Bounty,ガイアの恵み,False,3,common,"Search your library for up to two Forest cards, reveal those cards, put them into your hand, then shuffle.",Sorcery,,,False,False,False,False,True,False
1936,1936,7c427c3d-ecd8-45ef-bebd-8f10f4a311db,Gaea's Cradle,ガイアの揺籃の地,False,0,rare,{T}: Add {G} for each creature you control.,Legendary Land,,,False,False,False,False,False,True
1937,1937,b44e3f2e-3185-40d5-b50c-d3a1e473120c,Gaea's Embrace,ガイアの抱擁,False,4,uncommon,"Enchant creature
Enchanted creature gets +3/+3 and has trample.
{G}: Regenerate enchanted creature.",Enchantment — Aura,,,False,False,False,False,True,False
1938,1938,f21c3d22-6149-475f-ae6e-37a25ef020e5,Gaea's Herald,ガイアの伝令,False,2,rare,Creature spells can't be countered.,Creature — Elf,1,1,False,False,False,False,True,False
1939,1939,8d134a60-e1e5-4163-8bdc-36af91567185,Gaea's Liege,大地のしもべ,False,6,rare,"As long as Gaea's Liege isn't attacking, its power and toughness are each equal to the number of Forests you control. As long as Gaea's Liege is attacking, its power and toughness are each equal to the number of Forests defending player controls.
{T}: Target land becomes a Forest until Gaea's Liege leaves the battlefield.",Creature — Avatar,0,0,False,False,False,False,True,False
1940,1940,73b26f12-78eb-4d01-9dd6-ee643c7a80a8,Gaea's Might,ガイアの力,False,1,common,Domain — Target creature gets +1/+1 until end of turn for each basic land type among lands you control.,Instant,,,False,False,False,False,True,False
1941,1941,dd0da475-55d0-462e-bfac-6eeb5d39a099,Gaea's Skyfolk,ガイアの空の民,False,2,common,Flying,Creature — Elf Merfolk,2,2,False,True,False,False,True,False
1942,1942,5115eb6b-efae-4561-912a-f7909cc75775,Gainsay,反論,False,2,uncommon,Counter target blue spell.,Instant,,,False,True,False,False,False,False
1943,1943,9a484eb3-ae4a-465b-9dbc-f7a42a036e07,Galina's Knight,ガリーナの騎士,False,2,common,Protection from red,Creature — Merfolk Knight,2,2,True,True,False,False,False,False
1944,1944,e8cd7d7c-71b7-4924-bf9c-5e6fd91447f0,Gallantry,勇敢な行為,False,2,uncommon,"Target blocking creature gets +4/+4 until end of turn.
Draw a card.",Instant,,,True,False,False,False,False,False
1945,1945,4a4418fa-7574-4027-aa09-4ca789be15ba,Gallowbraid,ガロウブレイド,False,5,rare,"Trample
Cumulative upkeep—Pay 1 life. (At the beginning of your upkeep, put an age counter on this permanent, then sacrifice it unless you pay its upkeep cost for each age counter on it.)",Legendary Creature — Phyrexian Horror,5,5,False,False,True,False,False,False
1946,1946,a54f0869-94c8-42af-9080-166efb9486a4,Gamble,ギャンブル,False,1,rare,"Search your library for a card, put that card into your hand, discard a card at random, then shuffle.",Sorcery,,,False,False,False,True,False,False
1947,1947,409e0a43-0e85-47ea-9d40-de0860b12952,Game Preserve,猟獣保護区,False,3,rare,"At the beginning of your upkeep, each player reveals the top card of their library. If all cards revealed this way are creature cards, put those cards onto the battlefield under their owners' control.",Enchantment,,,False,False,False,False,True,False
1948,1948,b6756608-a618-4e26-a090-ea8fc992def1,Game of Chaos,混沌のゲーム,False,3,rare,"Flip a coin. If you win the flip, you gain 1 life and target opponent loses 1 life, and you decide whether to flip again. If you lose the flip, you lose 1 life and that opponent gains 1 life, and that player decides whether to flip again. Double the life stakes with each flip.",Sorcery,,,False,False,False,True,False,False
1949,1949,c6921cfe-48f9-4378-b145-d9b430c2aaf6,Gamekeeper,猟場番,False,4,uncommon,"When Gamekeeper dies, you may exile it. If you do, reveal cards from the top of your library until you reveal a creature card. Put that card onto the battlefield and put all other cards revealed this way into your graveyard.",Creature — Elf,2,2,False,False,False,False,True,False
1950,1950,b99d6d51-3ead-4b81-8e0c-f458619ebb24,Gang of Elk,大鹿の一団,False,6,uncommon,"Whenever Gang of Elk becomes blocked, it gets +2/+2 until end of turn for each creature blocking it.",Creature — Elk Beast,5,4,False,False,False,False,True,False
1951,1951,103c6037-18ff-44d8-84a1-fd6bdb3040c5,Gangrenous Goliath,壊疽の大巨人,False,5,rare,Tap three untapped Clerics you control: Return Gangrenous Goliath from your graveyard to your hand.,Creature — Zombie Giant,4,4,False,False,True,False,False,False
1952,1952,d0d844f2-6cf4-49f2-95db-64e932a15b17,Gangrenous Zombies,壊疽のゾンビ,False,3,common,"{T}, Sacrifice Gangrenous Zombies: Gangrenous Zombies deals 1 damage to each creature and each player. If you control a snow Swamp, Gangrenous Zombies deals 2 damage to each creature and each player instead.",Creature — Zombie,2,2,False,False,True,False,False,False
1953,1953,8314bdf5-1539-4215-949e-f46584cb43bb,Gargantuan Gorilla,,False,7,rare,"At the beginning of your upkeep, you may sacrifice a Forest. If you sacrifice a snow Forest this way, Gargantuan Gorilla gains trample until end of turn. If you don't sacrifice a Forest, sacrifice Gargantuan Gorilla and it deals 7 damage to you.
{T}: Gargantuan Gorilla deals damage equal to its power to another target creature. That creature deals damage equal to its power to Gargantuan Gorilla.",Creature — Ape,7,7,False,False,False,False,True,False
1954,1954,896af9a9-12a2-4dd6-957c-e52150b5f3a2,Gaseous Form,ガス化,False,3,common,"Enchant creature
Prevent all combat damage that would be dealt to and dealt by enchanted creature.",Enchantment — Aura,,,False,True,False,False,False,False
1955,1955,924ef69f-9977-439c-ace9-353b429e4be6,Gauntlets of Chaos,混沌の篭手,False,5,rare,"{5}, Sacrifice Gauntlets of Chaos: Exchange control of target artifact, creature, or land you control and target permanent an opponent controls that shares one of those types with it. If those permanents are exchanged this way, destroy all Auras attached to them.",Artifact,,,False,False,False,False,False,True
1956,1956,b3a479d4-3e36-496b-abf8-b83231628d76,Gaze of Pain,,False,2,common,"Until end of turn, whenever a creature you control attacks and isn't blocked, you may choose to have it deal damage equal to its power to a target creature. If you do, it assigns no combat damage this turn.",Sorcery,,,False,False,True,False,False,False
1957,1957,cb9e6860-591f-4758-aaa3-14efa0a775f5,Gempalm Avenger,宝石の手の報復者,False,6,common,"Cycling {2}{W} ({2}{W}, Discard this card: Draw a card.)
When you cycle Gempalm Avenger, Soldier creatures get +1/+1 and gain first strike until end of turn.",Creature — Human Soldier,3,5,True,False,False,False,False,False
1958,1958,467ea3e3-7767-405a-9d1a-8fa5de696376,Gempalm Incinerator,宝石の手の焼却者,False,3,uncommon,"Cycling {1}{R} ({1}{R}, Discard this card: Draw a card.)
When you cycle Gempalm Incinerator, you may have it deal X damage to target creature, where X is the number of Goblins on the battlefield.",Creature — Goblin,2,1,False,False,False,True,False,False
1959,1959,bd532f8d-789f-4ee1-a2f3-ae30e8282c76,Gempalm Polluter,宝石の手の汚染者,False,6,common,"Cycling {B}{B} ({B}{B}, Discard this card: Draw a card.)
When you cycle Gempalm Polluter, you may have target player lose life equal to the number of Zombies on the battlefield.",Creature — Zombie,4,3,False,False,True,False,False,False
1960,1960,c3162232-b713-44be-b2af-29d801279ab2,Gempalm Sorcerer,宝石の手の魔術師,False,3,uncommon,"Cycling {2}{U} ({2}{U}, Discard this card: Draw a card.)
When you cycle Gempalm Sorcerer, Wizard creatures gain flying until end of turn.",Creature — Human Wizard,2,2,False,True,False,False,False,False
1961,1961,48792146-e20c-4d93-83af-f746069fc6f1,Gempalm Strider,宝石の手の徘徊者,False,2,uncommon,"Cycling {2}{G}{G} ({2}{G}{G}, Discard this card: Draw a card.)
When you cycle Gempalm Strider, Elf creatures get +2/+2 until end of turn.",Creature — Elf,2,2,False,False,False,False,True,False
1962,1962,0c828f10-4775-492f-9224-1e2814ad2cad,Gemstone Mine,宝石鉱山,False,0,uncommon,"Gemstone Mine enters the battlefield with three mining counters on it.
{T}, Remove a mining counter from Gemstone Mine: Add one mana of any color. If there are no mining counters on Gemstone Mine, sacrifice it.",Land,,,False,False,False,False,False,True
1963,1963,64df77f6-4f7e-442a-971c-8ad3f7d1c979,General Jarkeld,,False,4,rare,"{T}: Choose two target blocked attacking creatures. If each of those creatures could be blocked by all creatures that the other is blocked by, each creature that's blocking exactly one of those attacking creatures stops blocking it and is blocking the other attacking creature. Activate only during the declare blockers step.",Legendary Creature — Human Soldier,1,2,True,False,False,False,False,False
1964,1964,cceba6f3-b1c0-45ee-826c-b871d24c7208,General's Regalia,将軍の正装,False,3,rare,"{3}: The next time a source of your choice would deal damage to you this turn, that damage is dealt to target creature you control instead.",Artifact,,,False,False,False,False,False,True
1965,1965,15afdd88-05fc-4335-8a55-c6ee702f3bef,Genesis,起源,False,5,rare,"At the beginning of your upkeep, if Genesis is in your graveyard, you may pay {2}{G}. If you do, return target creature card from your graveyard to your hand.",Creature — Incarnation,4,4,False,False,False,False,True,False
1966,1966,83f9d84a-a011-4fa9-a3a4-51eb39159c54,Geothermal Crevice,地熱の割れ目,False,0,common,"Geothermal Crevice enters the battlefield tapped.
{T}: Add {R}.
{T}, Sacrifice Geothermal Crevice: Add {B}{G}.",Land,,,False,False,False,False,False,True
1967,1967,27521e70-3a1f-4819-a111-c38216ffe7c3,Gerrard Capashen,ジェラード・キャパシェン,False,5,rare,"At the beginning of your upkeep, you gain 1 life for each card in target opponent's hand.
{3}{W}: Tap target creature. Activate only if Gerrard Capashen is attacking.",Legendary Creature — Human Soldier,3,4,True,False,False,False,False,False
